year,id_,marital,childs,age,cohort,educ_rank,sex_rank,race_rank,hhrace_rank,mobile16_rank,mobile16_flag,hompop,class_rank,class_flag,polviews,polviews_rank,polviews_flag,relig,denom,other,religion,fund,fund_rank,fund16_rank,fund_differential,religious_strength_total,religious_strength_count,religious_strength_avg,religious_strength_index,blm_total,blm_count,blm_avg,blm_index
2018,601,Married,1,30,1988,11,1,3,5,4,1,4,1,1,Extremely liberal,7,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,8,4,2,0.16666667,72,14,5.14285714,0.69047619
2018,602,Married,1,53,1965,14,2,3,5,1,1,2,5,1,Conservative,2,1,Protestant,Am baptist asso,Not applicable,Am baptist asso,Fundamentalist,3,3,0,23,4,5.75,0.79166667,39,12,3.25,0.375
2018,603,Married,3,56,1962,13,2,3,5,1,1,2,5,1,Conservative,2,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,28,4,7,1,37,13,2.84615385,0.30769231
2018,604,Never married,0,20,1998,12,2,3,5,1,1,4,3,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,17,4,4.25,0.54166667,55,14,3.92857143,0.48809524
2018,605,Never married,0,64,1954,16,1,3,5,7,1,1,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,11,3,3.666666667,0.44444444,52,10,5.2,0.7
2018,606,Never married,2,40,1978,12,2,1,4,1,1,2,3,1,Conservative,2,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,12,4,3,0.33333333,68,14,4.85714286,0.64285714
2018,607,Married,4,64,1954,9,1,1,4,7,1,2,3,1,Slightly liberal,5,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,22,4,5.5,0.75,39,12,3.25,0.375
2018,608,Married,3,39,1979,14,1,3,4,7,1,4,3,1,Moderate,4,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,23,4,5.75,0.79166667,65,15,4.33333333,0.55555556
2018,609,Married,3,42,1976,9,1,3,4,7,1,5,3,1,Conservative,2,1,Protestant,Other,Evangelical~ Evangelist,Evangelical~ Evangelist,Fundamentalist,3,3,0,26,4,6.5,0.91666667,19,4,4.75,0.625
2018,610,Never married,0,22,1996,11,2,1,4,1,1,5,3,1,Extremely liberal,7,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,15,4,3.75,0.45833333,59,14,4.21428571,0.53571429
2018,611,Married,6,51,1967,5,2,1,4,7,1,3,1,1,Conservative,2,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,16,4,4,0.5,57,15,3.8,0.46666667
2018,612,Divorced,5,40,1978,9,1,1,4,1,1,2,3,1,Moderate,4,1,Protestant,Other,Pentecostal,Pentecostal,Fundamentalist,3,3,0,18,4,4.5,0.58333333,16,4,4,0.5
2018,613,Divorced,2,40,1978,10,2,1,4,1,1,2,3,1,Moderate,4,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,2,1,14,4,3.5,0.41666667,50,14,3.57142857,0.42857143
2018,614,Married,1,24,1994,15,1,3,4,1,1,5,3,1,Slghtly conservative,3,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,12,4,3,0.33333333,41,12,3.41666667,0.40277778
2018,615,Never married,3,27,1991,9,1,3,0,1,1,5,3,1,Liberal,6,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,18,4,4.5,0.58333333,47,12,3.91666667,0.48611111
2018,616,Married,2,34,1984,7,1,1,4,7,1,4,1,1,Extrmly conservative,1,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,24,4,6,0.83333333,28,4,7,1
2018,617,Never married,0,24,1994,14,1,1,2,7,1,3,1,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,0,1,8,4,2,0.16666667,25,5,5,0.66666667
2018,618,Married,2,34,1984,12,1,1,4,1,1,4,5,1,Liberal,6,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,6,4,1.5,0.08333333,44,12,3.66666667,0.44444444
2018,619,Married,2,44,1974,16,1,1,4,7,1,3,3,1,Moderate,4,1,Moslem/islam,Not applicable,Not applicable,Moslem/islam,Na-excluded,0,0,0,16,4,4,0.5,21,4,5.25,0.70833333
2018,620,Widowed,4,80,1938,12,1,3,5,1,1,1,3,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,3,-1,24,4,6,0.83333333,51,13,3.92307692,0.48717949
2018,621,Married,2,61,1957,16,1,3,5,1,1,2,7,1,Conservative,2,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,13,4,3.25,0.375,38,12,3.16666667,0.36111111
2018,622,Divorced,3,39,1979,12,1,2,3,7,1,5,3,1,Slightly liberal,5,1,Protestant,Other,Pentecostal,Pentecostal,Fundamentalist,3,3,0,20,4,5,0.66666667,78,15,5.2,0.7
2018,623,Never married,1,41,1977,20,1,3,4,4,1,3,5,1,Slghtly conservative,3,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,15,4,3.75,0.45833333,60,13,4.61538462,0.6025641
2018,624,Married,2,34,1984,14,2,1,4,7,1,4,1,1,Moderate,4,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,28,4,7,1,53,15,3.53333333,0.42222222
2018,625,Married,3,70,1948,19,1,3,5,4,1,2,5,1,Conservative,2,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,1,1,24,4,6,0.83333333,41,14,2.92857143,0.32142857
2018,626,Separated,3,49,1969,15,1,3,5,7,1,4,3,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,11,4,2.75,0.29166667,26,5,5.2,0.7
2018,627,Married,1,59,1959,19,1,1,5,1,1,3,5,1,Conservative,2,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,2,-1,28,4,7,1,47,11,4.27272727,0.54545455
2018,628,Never married,1,31,1987,20,1,2,3,7,1,2,3,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,10,4,2.5,0.25,22,4,5.5,0.75
2018,629,Separated,1,77,1941,16,2,3,5,7,1,1,5,1,Slghtly conservative,3,1,Protestant,Episcopal,Not applicable,Episcopal,Liberal,1,1,0,24,4,6,0.83333333,56,14,4,0.5
2018,630,Divorced,3,40,1978,17,1,3,5,7,1,1,5,1,Don't know,0,0,Jewish,Not applicable,Not applicable,Jewish,Liberal,1,1,0,18,4,4.5,0.58333333,41,11,3.72727273,0.45454545
2018,631,Married,1,53,1965,16,1,2,3,7,1,2,0,0,Don't know,0,0,No answer,No answer,No answer,No answer,Na-excluded,0,0,0,7,1,7,1,16,4,4,0.5
2018,632,Never married,3,29,1989,12,1,2,3,7,1,1,3,1,Moderate,4,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,12,4,3,0.33333333,73,13,5.61538462,0.76923077
2018,633,Never married,1,39,1979,15,1,2,5,7,1,1,3,1,Extremely liberal,7,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,27,4,6.75,0.95833333,23,5,4.6,0.6
2018,634,Never married,1,27,1991,15,1,2,3,7,1,2,3,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,8,4,2,0.16666667,67,12,5.58333333,0.76388889
2018,635,Divorced,3,62,1956,18,2,2,3,7,1,1,5,1,Moderate,4,1,Protestant,Episcopal,Not applicable,Episcopal,Liberal,1,1,0,18,4,4.5,0.58333333,65,15,4.33333333,0.55555556
2018,636,Separated,4,48,1970,12,1,2,3,1,1,2,3,1,Slightly liberal,5,1,Protestant,Southern baptist,Not applicable,Southern baptist,Fundamentalist,3,3,0,21,4,5.25,0.70833333,28,4,7,1
2018,637,Married,1,28,1990,12,1,1,0,7,1,3,3,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,14,4,3.5,0.41666667,40,13,3.07692308,0.34615385
2018,638,Married,6,47,1971,12,2,2,3,4,1,6,1,1,Liberal,6,1,Protestant,Other baptists,Not applicable,Other baptists,Fundamentalist,3,3,0,20,4,5,0.66666667,75,14,5.35714286,0.72619048
2018,639,Never married,1,42,1976,13,1,2,3,7,1,1,1,1,Conservative,2,1,Protestant,Other,Jehovah's Witnesses,Jehovah's Witnesses,Fundamentalist,3,3,0,16,4,4,0.5,66,12,5.5,0.75
2018,640,Married,3,38,1980,12,1,3,5,4,1,2,3,1,Conservative,2,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,10,4,2.5,0.25,42,13,3.23076923,0.37179487
2018,641,Married,1,53,1965,16,2,3,5,7,1,3,5,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,6,4,1.5,0.08333333,56,15,3.73333333,0.45555556
2018,642,Divorced,4,40,1978,14,2,2,3,1,1,3,3,1,Liberal,6,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,10,4,2.5,0.25,22,4,5.5,0.75
2018,643,Married,2,57,1961,15,2,3,5,7,1,2,5,1,Conservative,2,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,7,4,1.75,0.125,22,13,1.69230769,0.11538462
2018,644,Married,1,51,1967,11,2,3,5,7,1,3,3,1,Slightly liberal,5,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,25,4,6.25,0.875,62,14,4.42857143,0.57142857
2018,645,Separated,2,60,1958,14,1,3,5,7,1,1,3,1,Extremely liberal,7,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,20,4,5,0.66666667,29,5,5.8,0.8
2018,646,Divorced,0,55,1963,18,1,3,5,7,1,1,5,1,Conservative,2,1,Protestant,Episcopal,Not applicable,Episcopal,Liberal,1,3,-2,28,4,7,1,39,12,3.25,0.375
2018,647,Married,3,40,1978,14,1,3,5,4,1,2,3,1,Conservative,2,1,Protestant,Southern baptist,Not applicable,Southern baptist,Fundamentalist,3,3,0,26,4,6.5,0.91666667,37,15,2.46666667,0.24444444
2018,648,Married,2,25,1993,11,2,3,4,7,1,3,3,1,Don't know,0,0,None,Not applicable,Not applicable,None,Liberal,1,3,-2,18,4,4.5,0.58333333,47,13,3.61538462,0.43589744
2018,649,Never married,0,19,1999,6,1,1,5,7,1,2,3,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,15,4,3.75,0.45833333,65,12,5.41666667,0.73611111
2018,650,Never married,0,46,1972,3,2,1,4,7,1,1,3,1,Slightly liberal,5,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,10,4,2.5,0.25,38,15,2.53333333,0.25555556
2018,651,Divorced,5,60,1958,9,1,2,3,1,1,1,1,1,Conservative,2,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,17,4,4.25,0.54166667,75,12,6.25,0.875
2018,652,Never married,2,22,1996,12,1,1,4,1,1,2,5,1,Moderate,4,1,Protestant,Am baptist asso,Not applicable,Am baptist asso,Fundamentalist,3,2,1,19,4,4.75,0.625,70,14,5,0.66666667
2018,653,Never married,0,29,1989,19,1,2,3,4,1,2,3,1,Liberal,6,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,10,4,2.5,0.25,93,15,6.2,0.86666667
2018,654,Never married,0,28,1990,16,2,2,3,7,1,1,5,1,Extremely liberal,7,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,8,4,2,0.16666667,32,5,6.4,0.9
2018,655,Never married,2,36,1982,12,1,2,3,7,1,1,1,1,Conservative,2,1,Protestant,Other,Christian; Central Christian,Christian; Central Christian,Moderate,2,2,0,20,4,5,0.66666667,60,12,5,0.66666667
2018,656,Married,2,29,1989,16,1,3,5,7,1,4,5,1,Moderate,4,1,Jewish,Not applicable,Not applicable,Jewish,Liberal,1,1,0,14,4,3.5,0.41666667,18,4,4.5,0.58333333
2018,657,Married,2,40,1978,12,2,2,3,7,1,2,3,1,Slightly liberal,5,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,3,-1,24,4,6,0.83333333,57,13,4.38461538,0.56410256
2018,658,Married,0,47,1971,14,2,3,5,4,1,1,5,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,11,4,2.75,0.29166667,26,5,5.2,0.7
2018,659,Never married,1,No answer,No answer,13,1,2,3,4,1,1,3,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,11,4,2.75,0.29166667,60,12,5,0.66666667
2018,660,Divorced,2,51,1967,14,2,2,3,7,1,2,3,1,Slightly liberal,5,1,Protestant,Other,Spiritualist,Spiritualist,Liberal,1,2,-1,21,4,5.25,0.70833333,65,15,4.33333333,0.55555556
2018,661,Never married,0,63,1955,13,2,3,4,1,1,1,3,1,Slightly liberal,5,1,Protestant,Other,Pentecostal,Pentecostal,Fundamentalist,3,3,0,21,4,5.25,0.70833333,18,4,4.5,0.58333333
2018,662,Never married,0,33,1985,13,2,2,3,4,1,1,5,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,6,4,1.5,0.08333333,73,14,5.21428571,0.70238095
2018,663,Married,2,47,1971,12,1,2,3,7,1,3,3,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,18,4,4.5,0.58333333,25,5,5,0.66666667
2018,664,Married,1,26,1992,15,1,1,5,4,1,4,3,1,Slghtly conservative,3,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,24,4,6,0.83333333,47,14,3.35714286,0.39285714
2018,665,Married,2,68,1950,16,2,2,3,7,1,2,5,1,Liberal,6,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,3,-2,22,4,5.5,0.75,71,15,4.73333333,0.62222222
2018,666,Married,1,36,1982,16,1,2,3,4,1,2,3,1,Moderate,4,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,20,4,5,0.66666667,22,4,5.5,0.75
2018,667,Never married,0,34,1984,14,2,3,5,4,1,1,3,1,Moderate,4,1,Protestant,Southern baptist,Not applicable,Southern baptist,Fundamentalist,3,3,0,16,4,4,0.5,40,13,3.07692308,0.34615385
2018,668,Never married,0,30,1988,17,1,2,3,7,1,4,5,1,Moderate,4,1,Protestant,Other,Church of God in Christ,Church of God in Christ,Fundamentalist,3,3,0,20,4,5,0.66666667,17,5,3.4,0.4
2018,669,Married,2,71,1947,13,1,3,5,7,1,2,5,1,Slightly liberal,5,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,8,4,2,0.16666667,54,12,4.5,0.58333333
2018,670,Never married,0,28,1990,12,1,3,5,1,1,2,3,1,Conservative,2,1,Jewish,Not applicable,Not applicable,Jewish,Liberal,1,1,0,24,4,6,0.83333333,24,4,6,0.83333333
2018,671,Married,2,65,1953,16,2,2,3,7,1,1,3,1,Liberal,6,1,Protestant,Other,Church of Christ,Church of Christ,Fundamentalist,3,2,1,24,4,6,0.83333333,85,13,6.53846154,0.92307692
2018,672,Married,4,49,1969,12,2,3,5,1,1,3,7,1,Extrmly conservative,1,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,26,4,6.5,0.91666667,17,5,3.4,0.4
2018,673,Divorced,1,32,1986,12,2,3,5,1,1,1,3,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,11,4,2.75,0.29166667,44,12,3.66666667,0.44444444
2018,674,Never married,0,21,1997,15,1,3,5,4,1,2,5,1,Liberal,6,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,6,4,1.5,0.08333333,78,15,5.2,0.7
2018,675,Married,2,38,1980,14,1,3,5,1,1,4,3,1,Conservative,2,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,3,-1,24,4,6,0.83333333,34,14,2.42857143,0.23809524
2018,676,Never married,0,22,1996,14,2,3,5,1,1,4,3,1,Moderate,4,1,Other,Not applicable,Not applicable,Other,Na-excluded,0,2,-2,6,4,1.5,0.08333333,22,4,5.5,0.75
2018,677,Divorced,3,50,1968,14,2,2,3,1,1,2,5,1,Slightly liberal,5,1,Protestant,Southern baptist,Not applicable,Southern baptist,Fundamentalist,3,3,0,15,4,3.75,0.45833333,77,14,5.5,0.75
2018,678,Married,4,86,1932,13,2,2,3,7,1,3,5,1,Slghtly conservative,3,1,Protestant,Presbyterian c in us,Not applicable,Presbyterian c in us,Moderate,2,3,-1,19,4,4.75,0.625,54,12,4.5,0.58333333
2018,679,Married,4,59,1959,12,1,1,3,7,1,4,1,1,Don't know,0,0,Protestant,Other,Pentecostal,Pentecostal,Fundamentalist,3,3,0,28,4,7,1,62,12,5.16666667,0.69444444
2018,680,Divorced,0,28,1990,15,1,2,3,1,1,3,3,1,Don't know,0,0,None,Not applicable,Not applicable,None,Liberal,1,1,0,10,4,2.5,0.25,68,14,4.85714286,0.64285714
2018,681,Married,2,54,1964,15,2,2,3,1,1,2,5,1,Moderate,4,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,3,-1,24,4,6,0.83333333,35,5,7,1
2018,682,Married,0,71,1947,15,1,2,3,7,1,2,5,1,Moderate,4,1,Protestant,Nat bapt conv usa,Not applicable,Nat bapt conv usa,Fundamentalist,3,3,0,28,4,7,1,41,10,4.1,0.51666667
2018,683,Married,2,58,1960,16,1,2,3,1,1,4,5,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,0,1,13,4,3.25,0.375,70,15,4.66666667,0.61111111
2018,684,Widowed,2,88,1930,3,1,3,5,7,1,3,3,1,Don't know,0,0,Protestant,Other,Jehovah's Witnesses,Jehovah's Witnesses,Fundamentalist,3,2,1,26,4,6.5,0.91666667,48,13,3.69230769,0.44871795
2018,685,Married,2,34,1984,12,2,3,5,4,1,2,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,14,4,3.5,0.41666667,19,5,3.8,0.46666667
2018,686,Never married,4,52,1966,12,1,3,5,1,1,2,5,1,Conservative,2,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,12,4,3,0.33333333,21,4,5.25,0.70833333
2018,687,Married,2,71,1947,12,1,3,4,7,1,5,3,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,19,4,4.75,0.625,53,14,3.78571429,0.46428571
2018,688,Married,1,21,1997,11,1,1,5,1,1,3,3,1,Moderate,4,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,15,4,3.75,0.45833333,58,14,4.14285714,0.52380952
2018,689,Never married,2,23,1995,12,2,2,3,1,1,4,1,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,10,4,2.5,0.25,32,5,6.4,0.9
2018,690,Widowed,0,82,1936,12,2,2,3,7,1,1,5,1,Extremely liberal,7,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,1,2,20,4,5,0.66666667,79,14,5.64285714,0.77380952
2018,691,Married,3,34,1984,12,2,2,3,4,1,6,1,1,Moderate,4,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,3,-1,14,4,3.5,0.41666667,29,5,5.8,0.8
2018,692,Divorced,3,32,1986,14,1,2,3,4,1,6,3,1,Don't know,0,0,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,11,4,2.75,0.29166667,46,12,3.83333333,0.47222222
2018,693,Divorced,0,43,1975,15,1,2,3,7,1,1,3,1,Moderate,4,1,Protestant,Other,7th Day Adventist,7th Day Adventist,Fundamentalist,3,0,3,28,4,7,1,75,15,5,0.66666667
2018,694,Widowed,2,75,1943,12,1,2,3,1,1,1,5,1,Moderate,4,1,Protestant,Other,7th Day Adventist,7th Day Adventist,Fundamentalist,3,3,0,25,4,6.25,0.875,75,14,5.35714286,0.72619048
2018,695,Married,1,46,1972,12,2,3,4,7,1,3,1,1,Slghtly conservative,3,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,1,1,10,4,2.5,0.25,54,12,4.5,0.58333333
2018,696,Never married,0,33,1985,12,2,1,4,7,1,2,3,1,Conservative,2,1,Other,Not applicable,Not applicable,Other,Na-excluded,0,0,0,14,4,3.5,0.41666667,58,15,3.86666667,0.47777778
2018,697,Divorced,4,79,1939,4,1,1,4,7,1,1,1,1,Conservative,2,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,28,4,7,1,46,13,3.53846154,0.42307692
2018,698,Divorced,2,50,1968,12,1,3,4,7,1,2,3,1,Extrmly conservative,1,1,Protestant,Other,Evangelical~ Evangelist,Evangelical~ Evangelist,Fundamentalist,3,1,2,24,4,6,0.83333333,26,5,5.2,0.7
2018,699,Divorced,4,40,1978,16,1,3,4,1,1,4,3,1,Moderate,4,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,24,4,6,0.83333333,15,4,3.75,0.45833333
2018,700,Widowed,6,89 or older,1929,4,1,2,3,7,1,2,5,1,Don't know,0,0,Protestant,Other,7th Day Adventist,7th Day Adventist,Fundamentalist,3,3,0,21,4,5.25,0.70833333,31,5,6.2,0.86666667
2018,701,Married,3,65,1953,13,2,1,4,7,1,3,3,1,Conservative,2,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,20,4,5,0.66666667,52,12,4.33333333,0.55555556
2018,702,Divorced,2,69,1949,13,1,2,3,7,1,1,5,1,Slghtly conservative,3,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,25,4,6.25,0.875,28,4,7,1
2018,703,Divorced,3,73,1945,12,2,2,3,7,1,2,1,1,Slghtly conservative,3,1,Protestant,Southern baptist,Not applicable,Southern baptist,Fundamentalist,3,3,0,26,4,6.5,0.91666667,84,13,6.46153846,0.91025641
2018,704,Never married,2,53,1965,9,1,3,5,7,1,4,3,1,Liberal,6,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,12,4,3,0.33333333,77,15,5.13333333,0.68888889
2018,705,Married,1,46,1972,14,1,3,5,4,1,2,5,1,Conservative,2,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,2,1,17,4,4.25,0.54166667,22,4,5.5,0.75
2018,706,Divorced,1,56,1962,12,1,3,5,1,1,1,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,16,4,4,0.5,80,15,5.33333333,0.72222222
2018,707,Married,5,71,1947,12,2,3,5,7,1,2,7,1,Conservative,2,1,Jewish,Not applicable,Not applicable,Jewish,Liberal,1,1,0,28,4,7,1,47,13,3.61538462,0.43589744
2018,708,Never married,0,33,1985,12,2,3,5,7,1,1,3,1,Moderate,4,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,21,4,5.25,0.70833333,67,15,4.46666667,0.57777778
2018,709,Divorced,1,68,1950,15,1,3,5,7,1,1,5,1,Liberal,6,1,Jewish,Not applicable,Not applicable,Jewish,Liberal,1,1,0,17,4,4.25,0.54166667,53,13,4.07692308,0.51282051
2018,710,Widowed,4,89 or older,1929,12,1,3,5,7,1,1,5,1,Moderate,4,1,Jewish,Not applicable,Not applicable,Jewish,Liberal,1,1,0,13,4,3.25,0.375,61,14,4.35714286,0.55952381
2018,711,Never married,0,19,1999,9,2,3,4,7,1,1,1,1,Don't know,0,0,Protestant,Other,Evangelical~ Evangelist,Evangelical~ Evangelist,Fundamentalist,3,1,2,13,4,3.25,0.375,48,14,3.42857143,0.4047619
2018,712,Never married,0,26,1992,16,2,2,3,1,1,3,5,1,Conservative,2,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,19,4,4.75,0.625,32,5,6.4,0.9
2018,713,Divorced,0,28,1990,18,1,3,5,7,1,1,7,1,Moderate,4,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,1,1,17,4,4.25,0.54166667,55,14,3.92857143,0.48809524
2018,714,Divorced,2,70,1948,12,2,3,5,7,1,1,5,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,4,4,1,0,19,5,3.8,0.46666667
2018,715,Married,1,38,1980,11,1,2,3,7,1,3,5,1,Extremely liberal,7,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,2,1,28,4,7,1,22,4,5.5,0.75
2018,716,Married,4,39,1979,18,2,3,5,4,1,2,5,1,Slghtly conservative,3,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,17,4,4.25,0.54166667,32,5,6.4,0.9
2018,717,Never married,0,19,1999,13,2,1,2,1,1,4,5,1,Slightly liberal,5,1,Protestant,Presbyterian c in us,Not applicable,Presbyterian c in us,Moderate,2,2,0,20,4,5,0.66666667,28,4,7,1
2018,718,Married,1,45,1973,18,2,3,5,4,1,3,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,18,4,4.5,0.58333333,65,13,5,0.66666667
2018,719,Married,1,47,1971,18,1,3,5,7,1,2,5,1,Liberal,6,1,Protestant,Lutheran-dk which,Not applicable,Lutheran-dk which,Moderate,2,2,0,9,4,2.25,0.20833333,63,14,4.5,0.58333333
2018,720,Married,2,46,1972,18,2,3,5,4,1,2,5,1,Moderate,4,1,Protestant,Presbyterian-dk wh,Not applicable,Presbyterian-dk wh,Liberal,1,1,0,21,4,5.25,0.70833333,50,15,3.33333333,0.38888889
2018,721,Never married,0,19,1999,11,1,3,5,1,1,3,5,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,9,4,2.25,0.20833333,28,4,7,1
2018,722,Divorced,2,48,1970,16,1,2,3,7,1,1,5,1,Moderate,4,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,22,4,5.5,0.75,76,13,5.84615385,0.80769231
2018,723,Married,3,38,1980,15,1,3,5,4,1,2,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,23,4,5.75,0.79166667,20,5,4,0.5
2018,724,Never married,0,24,1994,16,2,2,3,1,1,2,3,1,Extremely liberal,7,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,3,-1,18,4,4.5,0.58333333,28,4,7,1
2018,725,Never married,1,54,1964,12,1,2,3,1,1,1,1,1,Extrmly conservative,1,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,10,4,2.5,0.25,76,14,5.42857143,0.73809524
2018,726,Widowed,3,50,1968,15,2,2,3,1,1,2,3,1,Moderate,4,1,Moslem/islam,Not applicable,Not applicable,Moslem/islam,Na-excluded,0,3,-3,28,4,7,1,73,12,6.08333333,0.84722222
2018,727,Divorced,2,48,1970,13,2,2,3,1,1,4,3,1,Slightly liberal,5,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,12,4,3,0.33333333,58,12,4.83333333,0.63888889
2018,728,Never married,0,25,1993,14,2,2,3,1,1,4,3,1,Extremely liberal,7,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,8,4,2,0.16666667,84,14,6,0.83333333
2018,729,Divorced,3,59,1959,12,2,2,3,4,1,1,3,1,Extrmly conservative,1,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,6,4,1.5,0.08333333,28,4,7,1
2018,730,Never married,0,25,1993,12,2,2,4,1,1,4,3,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,4,4,1,0,69,13,5.30769231,0.71794872
2018,731,Married,1,28,1990,14,1,2,3,4,1,2,5,1,Don't know,0,0,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,26,4,6.5,0.91666667,80,14,5.71428571,0.78571429
2018,732,Never married,2,40,1978,13,1,2,3,4,1,1,3,1,Conservative,2,1,Protestant,Other baptists,Not applicable,Other baptists,Fundamentalist,3,3,0,23,4,5.75,0.79166667,35,5,7,1
